Symbol chromosome start end
IRF1 5 132481609 132490777
SIX1 14 60644699 60649437
TSLP 5 111070080 111078024
TFPI 2 187464230 187554494
HSF1 8 144291588 144314722
SFTPA1 10 79610939 79615443
TRAF2 9 136881933 136926621
YY1 14 100238765 100279034
MITF 3 69739435 69968337
DRD1 5 175440672 175444160
GC 4 71741693 71805520
FASN 17 82078338 82098289
NUP153 6 17615035 17706834
CCR7 17 40553769 40565484
ALPP 2 232378534 232382889
CD55 1 207321472 207360966
NAT8 2 73640723 73642410
EPHA2 1 16124337 16156087
CNTNAP2 7 146116361 148420998
BGLAP 1 156242160 156243332
GFAP 17 44905626 44915552
CD163 12 7470816 7503818
CD24 6 106969831 106976855
NPSR1 7 34658239 34878332
GRIN2B 12 13537337 13982002
CEACAM1 19 42507306 42528509
INHBA 7 41689003 41703108
GATA1 X 48786560 48794311
NR1H3 11 47248300 47269033
TNFRSF8 1 12063330 12144207
CPB2 13 46053187 46105076
TAS2R38 7 141972631 141973773
PTTG1 5 160421807 160428744
MKL1 22 40410281 40636719
HSD11B2 16 67431133 67437553
PTPRJ 11 47980558 48170842
BLM 15 90717327 90815462
TMPRSS6 22 37065436 37110635
COL3A1 2 188974373 189012746
ZEB1 10 31318783 31529814
BAK1 6 33572546 33580299
ADAR 1 154582057 154628013
ST6GAL1 3 186930343 187078553
KAT2B 3 20040032 20154404
RAC2 22 37225261 37244299
GLA X 101397791 101408013
ADAM10 15 58595204 58749978
HNF1B 17 37686431 37745078
THY1 11 119417945 119423536
NR5A1 9 124481232 124507448
JAK1 1 64833223 64966910
JAK1 1 65048336 65069390
CXCR3 X 71615914 71618517
CDK5 7 151053812 151057965
TPH1 11 18020537 18040788
AIFM1 X 130129362 130165887
STAT5B 17 42199177 42276460
SLC6A2 16 55655604 55706192
CD46 1 207752038 207795516
GCH1 14 54842005 54902885
BMPR2 2 202376310 202567751
PEBP1 12 118136065 118145585
PLA2G2A 1 19975431 19980439
S100A8 1 153390032 153422578
GSN 9 121210803 121332844
PXN 12 120210439 120265771
PROS1 3 93873037 93974090
NOX4 11 89324353 89589611
SMAD7 18 48919853 48950711
CD81 11 2376177 2397419
SERPINH1 11 75562056 75572804
TLR7 X 12867083 12890361
PTGER3 1 70852353 71047814
AVP 20 3082555 3093521
TOR1A 9 129812942 129824245
SULT2A1 19 47870466 47886397
FADD 11 70203163 70207402
ITGA4 2 181456892 181537747
MTDH 8 97644147 97730260
IVD 15 40405485 40435948
CPT1A 11 68754620 68841931
PLCG2 16 81779258 81962693
IL23A 12 56334158 56340410
CA2 8 85463902 85481492
CIITA 16 10866212 10941449
SPAST 2 32063552 32157637
NAT1 8 18170462 18223689
WAS X 48683790 48691427
YWHAQ 2 9583967 9631055
PARVB 22 43999211 44169233
HK1 10 69269984 69401882
ABCG5 2 43806155 43838865
SRY Y 2786855 2787741
CSF1 1 109910611 109930994
FBXW7 4 152321258 152536095
ID4 6 19837370 19842200
HPRT1 X 134452842 134500668
SLC9A1 1 27098809 27155130
TAP1 6 32845209 32853971
PRF1 10 70597348 70602775
NANOG 12 7788426 7796061
HDAC6 X 48801896 48824976
PTMA 2 231708525 231713541
PSIP1 9 15464066 15511005
NR1H4 12 100473759 100563867
HTRA1 10 122461525 122514908
NRP1 10 33177491 33334905
UNC5C 4 95162504 95549210
PEX5 12 7189163 7218574
FABP4 8 81478497 81483238
BTRC 10 101354033 101557321
NFKB2 10 102394110 102402529
COL18A1 21 45405137 45513720
MAD1L1 7 1815792 2232948
IL1R1 2 102069638 102179874
PPP2CA 5 134196457 134226259
STMN1 1 25884186 25906877
CTTN 11 70398506 70436584
RAN 12 130871994 130877678
DCN 12 91145258 91183029
SPHK1 17 76381567 76387860
FURIN 15 90868592 90883458
CCNT1 12 48688458 48716998
FOXL2 3 138944224 138947140
GPER1 7 1086807 1093815
CYR61 1 85580761 85583967
GLP1R 6 39048781 39091303
GATA4 8 11676924 11760001
MYBPC3 11 47331406 47352702
KRT18 12 52948871 52952901
AGTR2 X 116170705 116174972
AKT2 19 40230317 40285531
KRT19 17 41523617 41528389
JAG1 20 10637684 10674046
ANXA5 4 121667997 121696992
HAVCR2 5 157085832 157109237
CAPN10 2 240586716 240599109
PDPN 1 13583757 13617957
DTNBP1 6 15522801 15663058
STAT4 2 191029576 191246172
ACHE 7 100889994 100896686
NME2 17 51165435 51171744
CNR2 1 23873463 23913327
SFRP1 8 41261957 41309471
EDNRB 13 77895481 77975529
POSTN 13 37562582 37598844
RACK1 5 181236928 181243906
LTBP1 2 32947300 33399509
XBP1 22 28794560 28800572
PEX2 8 76980258 77001044
TYR 11 89177858 89295759
ORAI1 12 121626550 121642040
CCNA2 4 121816444 121823933
MAP3K7 6 90513573 90587301
POLB 8 42338455 42371813
SERPINE2 2 223975048 224039319
CRH 8 66176377 66178611
CD247 1 167430640 167518616
ITGA6 2 172427586 172506453
APLN X 129645259 129654956
BDKRB2 14 96204798 96244329
SERPING1 11 57597554 57614853
CP 3 149162410 149222050
CASP1 11 105025508 105036662
CD59 11 33703010 33736479
ARRB2 17 4710494 4721500
CSF3 17 40015361 40017813
BCL11A 2 60451167 60553498
ADRA2A 10 111077032 111080907
PRKAR1A 17 68413623 68551316
FLT4 5 180601506 180650271
CLOCK 4 55427901 55546909
FGF21 19 48755559 48758330
FGF1 5 142592178 142698070
NDRG1 8 133237171 133297587
CUL1 7 148698178 148801110
SULT1A1 16 28605587 28623586
GPC3 X 133535745 133985646
ITGB4 17 75721342 75757819
CTCF 16 67562407 67639185
DNM3 1 171841478 172418466
B4GALT1 9 33110637 33167358
MPL 1 43337418 43354464
GJB1 X 71215212 71225215
DAPK1 9 87497228 87708634
SGK1 6 134169246 134318112
HMBS 11 119084876 119093549
AGO2 8 140520156 140642326
COL7A1 3 48564073 48595302
F11 4 186265945 186289681
SLC16A10 6 111087503 111223405
SELL 1 169690665 169711702
PAX3 2 222199887 222321263
IRF5 7 128937737 128950042
ADAMTSL3 15 83654086 84039842
GNA13 17 65009289 65056802
NCOA1 2 24492050 24770702
ESRRG 1 216503246 217137755
ALOX15 17 4630919 4641665
ATP2A2 12 110281227 110351093
FBLN5 14 91869411 91947702
DEFB1 8 6870575 6878007
CLDN1 3 190305701 190322446
SLC11A1 2 218381766 218396894
GDNF 5 37812677 37839680
CD9 12 6199844 6238271
DPYD 1 97077743 97921059
OPA1 3 193593144 193697811
P2RY12 3 151336843 151384812
DBH 9 133636363 133659344
HBEGF 5 140332843 140346603
CRADD 12 93677351 93894742
PROCR 20 35171937 35215989
HLA-DRA 6 32439842 32445046
BAD 11 64269828 64284704
TAC1 7 97731959 97740472
SDR16C5 8 56300011 56320776
ITPR3 6 33621379 33696574
TRAP1 16 3658037 3717597
HTR1B 6 77462231 77463403
CEACAM5 19 41708611 41730433
SELPLG 12 108621895 108633954
PDE4D 5 58969038 60522120
DDIT3 12 57516588 57521698
RELN 7 103471784 103989516
TJP1 15 29699367 29968799
CTNND1 11 57761762 57819180
ROBO2 3 75906675 77649964
PHB 17 49404048 49414905
IL5 5 132541444 132556890
CDH5 16 66366622 66404786
DIABLO 12 122207662 122227534
GP6 19 55013705 55038264
SKIV2L 6 31958804 31969755
PLA2G4A 1 186828900 186988981
PIM1 6 37170146 37175428
CTSL 9 87725519 87731469
PDCD4 10 110871795 110900006
TNFRSF11A 18 62325287 62387710
DAXX 6 33318558 33323016
IGF2R 6 159969099 160106551
TUBA4A 2 219249711 219254608
CD1D 1 158178038 158186427
MLXIPL 7 73593194 73624540
ATP7A X 77910656 78050395
CRYAA 21 43169008 43172810
GNAQ 9 77716274 78031449
TPO 2 1413461 1542727
ADH1C 4 99336492 99353045
CD86 3 122055362 122121143
NEDD4L 18 58044233 58401541
TNFRSF10A 8 23191457 23225167
C5 9 120952335 121074925
NCOR1 17 16030094 16216746
NR0B1 X 30304422 30309378
CHRNA4 20 63343310 63361396
BID 22 17734140 17774665
XPA 9 97654398 97697409
BEST1 11 61946715 61964463
LRP1B 2 140231427 142132474
IFIH1 2 162267079 162318764
PF4 4 73980825 73982124
PRSS1 7 142740235 142753076
STUB1 16 680111 682768
IDH2 15 90083978 90102554
KCNE1 21 34418715 34512275
GLRA1 5 151822513 151924866
MRE11A 11 94415578 94512185
SLC1A4 2 64988445 65023865
VTN 17 28367277 28370352
ITGAL 16 30472662 30523185
CRK 17 1421353 1456267
VAV1 19 6772668 6857366
CFL1 11 65854811 65858333
ANKH 5 14704800 14871778
RIPK1 6 3063967 3115187
TRPV4 12 109783087 109833407
SLC5A5 19 17871411 17895174
TSG101 11 18480311 18526956
MAP3K5 6 136557046 136793051
HBG1 11 5248272 5249857
ACO1 9 32384603 32450836
RASA1 5 87267801 87391926
SFN 1 26863142 26864456
MBP 18 76978833 77133708
PLP1 X 103776506 103792619
MAD2L1 4 120059422 120066858
MAPK10 4 86012299 86594110
LCT 2 135787845 135837180
SRSF1 17 58000919 58007346
CSK 15 74782084 74803198
PMP22 17 15229777 15265357
KEAP1 19 10486120 10503378
A2M 12 9067708 9115962
TFAP2A 6 10396677 10419624
AXL 19 41219199 41261767
TGFB3 14 75958097 75982991
SF3B4 1 149923317 149928252
PMS2 7 5970925 6009106
EDNRA 4 147480917 147544954
CDKN1C 11 2883218 2885816
LIF 22 30240447 30257923
CCL20 2 227813842 227817564
CXCL1 4 73869392 73871302
TNXB 6 32041155 32109374
AKR1B1 7 134442351 134459136
SPINK1 5 147824580 147839231
IRS2 13 109753837 109786567
ADIPOR1 1 202940825 202958572
IQGAP1 15 90388241 90502243
NOD1 7 30424527 30478797
MTA1 14 105419849 105470729
CYP27B1 12 57762334 57767193
BIRC3 11 102317373 102339403
COL4A1 13 110148958 110307157
SCN9A 2 166195185 166375987
IDE 10 92451684 92574095
JAK3 19 17824780 17848071
BHMT 5 79111781 79132290
TBK1 12 64452060 64502119
CTSK 1 150796208 150808441
POR 7 75915102 75986855
ACTA2 10 88935074 88991390
WFS1 4 6269850 6303265
FER 5 108746085 109187674
FABP2 4 119317250 119322161
CYLD 16 50742050 50801936
EIF4EBP1 8 38030502 38060365
GSTA1 6 52791380 52803866
UBE3A 15 25337234 25439043
FKBP5 6 35573585 35728583
RNASE3 14 20891403 20892348
ATF3 1 212565334 212620777
PABPC1 8 100702916 100722998
SLC19A1 21 45502517 45563126
FUT3 19 5842888 5851474
TLR5 1 223109404 223143282
YWHAE 17 1344540 1400375
EIF4G1 3 184314495 184335358
UGT1A5 2 233712992 233773299
CD74 5 150401637 150412936
POLR2B 4 56978640 57031162
KPNB1 17 47649838 47683638
CD82 11 44564427 44620363
PDPK1 16 2537964 2603191
MDK 11 46380784 46383837
MGAM 7 141988888 142106747
HNRNPA1 12 54280696 54287087
SOD3 4 24795463 24800845
LCAT 16 67939884 67944112
ITGA3 17 50055976 50090485
TBX21 17 47733244 47746122
IL27 16 28499069 28526399
ZPR1 11 116778560 116788023
GRIN1 9 137139112 137168762
HBG2 11 5253191 5254781
DUSP1 5 172768090 172771200
NCOR2 12 124324411 124567464
CGB3 19 49022869 49024375
SERPINA3 14 94612377 94624053
LEF1 4 108047545 108168956
PSEN2 1 226870572 226896103
NOX1 X 100843324 100874345
FCER2 19 7688757 7702310
MDM4 1 204516379 204581681
XRCC4 5 83077409 83353760
TCF3 19 1609290 1652426
MCAM 11 119308524 119317130
SOS1 2 38981549 39124744
BCAR1 16 75229030 75268053
ADRBK1 11 67266400 67286558
TRPC6 11 101451564 101584018
MMP8 11 102711795 102724964
ACTN3 11 66546395 66563329
HIST3H3 1 228424845 228425325
ARF6 14 49893018 49897054
GATA2 3 128479422 128493187
NR4A1 12 52022832 52059507
UCP3 11 74000281 74009237
KDM1A 1 23019443 23083691
TP53BP1 15 43403064 43510728
TSC1 9 132891348 132945370
SPI1 11 47354858 47395640
ATRX X 77504878 77786269
LPAR1 9 110873261 111039243
PRKCQ 10 6393595 6580646
PKD2 4 88007639 88077779
TCF4 18 55222331 55635993
CDH4 20 61252426 61940617
YWHAB 20 44885599 44908532
ADH4 4 99123681 99144314
IGFBP5 2 216672105 216695549
CSF1R 5 150053291 150113372
SLCO1C1 12 20695355 20753386
GAA 17 80101531 80119881
CHRNA5 15 78565520 78595269
USP7 16 8892094 8963484
CABLES1 18 23134564 23260470
SIRT3 11 215030 236362
PON2 7 95404862 95435072
UBE2D1 10 58334979 58370753
SCGB1A1 11 62419035 62423206
KCNE2 21 34364024 34371141
RPL5 1 92832037 92841924
PRLR 5 35048756 35230589
DMPK 19 45769709 45782557
DYSF 2 71453119 71686763
IRAK1 X 154010506 154024584
CYP24A1 20 54153449 54173985
ERCC6 10 49454480 49539123
SKP1 5 134156391 134177033
EYA1 8 71197433 71548109
TNFSF13 17 7558292 7561608
KLF6 10 3775996 3785281
ERCC5 13 102845841 102876001
FSCN1 7 5592805 5606656
HSP90B1 12 103930334 103947930
MPZ 1 161304735 161309972
MLLT4 6 167826922 167972023
REST 4 56907876 56935845
TAF1 X 71366218 71530525
HSPA9 5 138554882 138575629
SSTR2 17 73165021 73171955
ADD1 4 2843727 2930076
CSNK2B 6 31665880 31670070
HSD17B1 17 42551943 42555214
MAOB X 43766610 43882475
TAP2 6 32821833 32838823
BIRC2 11 102347182 102378670
ATF4 22 39520559 39522686
SMAD1 4 145481306 145559176
KCNJ2 17 70168616 70180044
SLC9A3R1 17 74748612 74769360
IFNGR1 6 137197484 137219844
TERF2 16 69355561 69386000
KRT8 12 52897187 52949866
CTCFL 20 57495965 57525652
WNT1 12 48978453 48982613
SDHB 1 17018722 17054170
PAX2 10 100735709 100829941
PTGFR 1 78476240 78540701
MUC2 11 1074875 1110508
DACH1 13 71437966 71869113
SNAP25 20 10218829 10307420
TNFSF12 17 7549058 7557890
INHA 2 219572232 219575713
ATF2 2 175072250 175168206
MTTP 4 99564078 99623997
NOTCH2 1 119911553 120069703
CGA 6 87085498 87095147
MSLN 16 760732 768865
EWSR1 22 29268009 29300525
HMGCR 5 75336334 75362101
FCGR3B 1 161623196 161631963
OTC X 38352483 38421450
EIF2S1 14 67360317 67386516
HDAC4 2 239048168 239401647
CLCN1 7 143316126 143353862
NR4A2 2 156324432 156334683
PITX2 4 110617423 110642123
PDX1 13 27919994 27926314
AREG 4 74445098 74455009
CD80 3 119523948 119559634
HNRNPK 9 83968083 83980654
OCLN 5 69492292 69558104
NPHS2 1 179550539 179575976
TNIP1 5 151029943 151087660
POLH 6 43576141 43620523
VDAC1 5 133971875 134005389
PAEP 9 135561754 135566776
NKX2-5 5 173232104 173235312
KAT5 11 65711996 65719606
LCORL 4 17841199 18021860
ADAM33 20 3667973 3682131
UMOD 16 20333051 20356301
CD207 2 70825208 70836601
HCK 20 32052188 32101856
AQP2 12 49950741 49958881
KRT5 12 52514575 52520459
TREM1 6 41267385 41286719
LAMB1 7 107923801 108003359
SCNN1A 12 6346843 6377357
SFTPB 2 85657317 85668741
IL24 1 206897098 206904139
GNRHR 4 67737375 67756086
KPNA2 17 68035732 68046854
IL32 16 3065312 3069667
MUC4 3 195746765 195811973
MAP1LC3A 20 34546830 34560345
THRA 17 40062193 40093867
ARRB1 11 75260122 75351831
TBXA2R 19 3594506 3606851
MS4A1 11 60455809 60470752
ZEB2 2 144384375 144520393
RAB5A 3 19947080 19985175
RAP1A 1 111619783 111716695
DNM2 19 10718053 10831910
ACKR1 1 159204013 159206500
ANGPTL4 19 8364127 8374375
TUBB3 16 89922009 89936097
HSPG2 1 21822232 21937297
SAMHD1 20 36891824 36951843
SLC40A1 2 189560590 189580811
BRD4 19 15236836 15332543
BUB1B 15 40161009 40221136
HLA-DRB5 6 32517374 32530316
VASP 19 45507430 45526989
MICB 6 31494277 31511124
MAPK9 5 180233594 180292071
BARD1 2 214725646 214809711
SRF 6 43171295 43181506
NFATC1 18 79395772 79529323
SCN4A 17 63938554 63990150
ARG1 6 131573203 131584332
FOXG1 14 28767072 28770277
SP3 2 173906459 173965702
LOX 5 122063195 122078360
PTH1R 3 46877717 46903799
PTP4A3 8 141391993 141432454
LTBP2 14 74498183 74618609
DLK1 14 100726865 100735130
DDB1 11 61299447 61333212
MSTN 2 190055700 190062729
ENO1 1 8861000 8879092
CDC20 1 43358955 43363203
ACKR3 2 236537126 236582358
SLC30A8 8 116950180 117176714
FANCD2 3 10026387 10101932
ALCAM 3 105366713 105576913
HIST1H1D 6 26234212 26234988
PRTN3 19 840965 848175
BAIAP2 17 81035144 81117432
MMP12 11 102862733 102875034
BBC3 19 47220822 47232996
TFPI2 7 93885397 93890991
APAF1 12 98645228 98735433
RAD50 5 132556924 132644621
NPC1 18 23506184 23586617
CASP7 10 113679162 113730909
PDCD6IP 3 33798571 33869707
ABCD1 X 153724851 153744762
DNM1L 12 32679200 32745650
POU2F1 1 167220829 167427345
S1PR1 1 101236749 101241520
SMPD1 11 6390301 6394998
DLG1 3 197042560 197299272
EEF1A1 6 73515750 73521032
COIL 17 56938199 56961050
RARRES2 7 150338318 150341674
GRIN2A 16 9753404 10183364
AVPR2 X 153902531 153907166
HLA-DRB3 6  
RHD 1 25272393 25330445
CD63 12 55725443 55729673
HLA-DRB4 6  
PRKCI 3 170222432 170305982
CDC25C 5 138285265 138338355
ACTN4 19 38647616 38730531
G6PC2 2 168901240 168910000
PYCARD 16 31201486 31202776
CHRM3 1 239386565 239911462
CHRM3 1 239386518 239387227
RANBP2 2 108719446 108785811
CXADR 21 17512906 17633323
ALAD 9 113386312 113401338
ENPP2 8 119557077 119673404
SORL1 11 121452203 121633762
RNASEL 1 182573634 182589285
NFATC2 20 51386957 51562858
GADD45A 1 67685177 67688338
GTF2H1 11 18322269 18367043
FAAH 1 46394267 46413848
WFDC2 20 45448648 45481532
GJB6 13 20221962 20232395
HOXA10 7 27170591 27180261
OXT 20 3068871 3072517
MST1R 3 49886981 49903873
PAX5 9 36833275 37035319
GCDH 19 12891129 12914630
NOTCH4 6 32194843 32224067
ZFP36 19 39406847 39409412
TSPO 22 43151514 43163242
CFB 6 31945944 31952084
DHFR 5 80626226 80654981
PRDX1 1 45511035 45522890
GAS6 13 113820549 113864103
VCAN 5 83471674 83582303
CXCL13 4 77511753 77611834
COMP 19 18782773 18791305
MSN X 65588382 65741931
SLC1A2 11 35251205 35420063
APOA2 1 161222293 161223628
UBE2D2 5 139561166 139628434
MAP2K4 17 12020818 12143831
LRP6 12 12116025 12267007
SLPI 20 45252239 45254564
SIN3A 15 75369379 75455815
CR2 1 207454300 207489897
SIRT2 19 38878555 38899862
CAPN1 11 65181215 65212006
FCER1A 1 159283888 159308224
CHRNA3 15 78593052 78621295
NPHS1 19 35825372 35851993
SSB 2 169798812 169812064
SATB1 3 18345806 18445588
CCR3 3 46210695 46266706
BAG1 9 33252471 33264761
HAVCR1 5 156979480 157069527
VAV2 9 133761894 133992374
COPS5 8 67043079 67062327
CCL4 17 36103827 36105621
UGT2B7 4 69051249 69112987
CANX 5 179678646 179731641
TRAF3 14 102777475 102911500
SLC26A3 7 107765467 107803233
DES 2 219418377 219426739
RBX1 22 40951347 40973015
TRPC1 3 142724032 142807888
NCK1 3 136862208 136951610
ISG15 1 1013467 1014540
UNG 12 109097594 109110993
CSMD1 8 2935353 4994806
PRMT1 19 49677152 49688450
ITPR1 3 4493348 4847840
C1QBP 17 5432779 5439151
PDGFA 7 497258 520668
MYO9B 19 17075779 17215277
DLC1 8 13083361 13515658
TLR1 4 38787555 38805800
TRPM7 15 50557158 50686815
KCNN4 19 43766533 43782139
OCA2 15 27754873 28099340
FOXA1 14 37589552 37595120
DDR1 6 30880909 30900156
MUC5B 11 1223065 1262176
PHOX2B 4 41744082 41748970
CCR6 6 167111807 167139141
TXNRD1 12 104215779 104350307
CYP11A1 15 74337762 74367740
C4B 6 32014795 32035418
SUPT3H 6 44807499 45378051
ARNT 1 150809705 150876768
PENK 8 56440954 56446723
S100A7 1 153457744 153460661
TLR8 X 12906620 12923169
PTGER4 5 40679498 40741764
SMN2 5 70049523 70077595
KLF5 13 73054976 73077542
IL1RL1 2 102311502 102352366
ERAP1 5 96760810 96935924
FGF7 15 49423178 49487326
TAB1 22 39399754 39437127
ELMO1 7 36852906 37449409
RGS2 1 192809039 192812277
SCO2 22 50523568 50526439
FCGR1A 1 149781275 149792518
HEXA 15 72343437 72376179
THPO 3 184371935 184379688
GLUD1 10 87050202 87095019
IRF4 6 391739 411443
RAD51B 14 67819779 68683210
ITLN1 1 160876540 160885170
SOX10 22 37972312 37984532
RTN4 2 54972189 55112616
HIST1H3A 6 26020490 26020958
ADRA2B 2 96112875 96116245
MYOD1 11 17719563 17722131
IL11 19 55364382 55370463
BACH2 6 89926528 90296908
BAG3 10 119651347 119677819
DOCK1 10 126905409 127452517
ENO2 12 6914450 6923696
SERPINI1 3 167735644 167825569
OTOF 2 26457203 26558698
CDC25A 3 48157178 48188658
GPR55 2 230907318 230961227
VIP 6 152747923 152759765
PAX8 2 113215997 113278950
MECOM 3 169083499 169663786
JUP 17 41754607 41786712
MAVS 20 3846799 3876123
USF1 1 161039251 161045979
DKC1 X 154762742 154777689
GFRA1 10 116056925 116273614
GALT 9 34646589 34650598
MCM2 3 127598357 127622436
APOL1 22 36253071 36267531
CTSS 1 150730196 150765957
CXCL16 17 4733529 4739928
ACTG1 17 81509971 81512866
TGM1 14 24249114 24263210
EGLN1 1 231363751 231425044
NUP98 11 3675010 3797792
ADAMTS10 19 8580240 8610753
TRIM28 19 58544469 58550715
AXIN1 16 287440 361497
BIN1 2 127048023 127107400
ARF1 1 228082660 228099212
RPGR X 38269170 38327564
AOC1 7 150826393 150861291
STAR 8 38142700 38151265
OSM 22 30262826 30266840
GABRG2 5 162067642 162155539
ERCC4 16 13920145 13952348
SLC6A6 3 14402576 14489349
PPP1CA 11 67398181 67401905
PDIA3 15 43746392 43772606
PRDX2 19 12796820 12801910
MYLK 3 123612296 123884302
BNIP3 10 131967683 131982013
CD47 3 108043094 108091088
GRM1 6 145964769 146437598
SLC29A1 6 44219505 44234151
GIT1 17 29573469 29589592
CHRM2 7 136868652 137020255
TYK2 19 10350528 10380572
RPS6KA3 X 20149911 20267095
ATP1A2 1 160115730 160143591
AQP3 9 33441154 33447633
UBE2D3 4 102794383 102868893
GLB1 3 32996608 33097202
ICOS 2 203936731 203961579
DIO2 14 80197525 80231054
PDHA1 X 19343893 19361707
GABBR1 6 29602228 29633185
PRKAB1 12 119667864 119681624
CD79B 17 63928738 63932353
KLK1 19 50819146 50823787
HSP90AB1 6 44246166 44253888
KHDRBS1 1 32013694 32060859
TFF3 21 42311667 42315596
ELK1 X 47635520 47650604
RHOC 1 112701127 112707403
BIRC7 20 63235883 63240507
GNE 9 36214441 36277056
OPTN 10 13100075 13138291
IL17F 6 52236681 52245689
CCKBR 11 6259611 6272127
TIAM1 21 31118418 31559977
NR2E3 15 71807197 71818666
TXNIP 1 145992435 145996631
ADCYAP1 18 904345 912172
ANO1 11 70078302 70189545
ACVRL1 12 51906913 51923361
SSTR1 14 38207999 38213063
NEFL 8 24950955 24956869
ESRRA 11 64305528 64316743
IKBKE 1 206470243 206496890
MTSS1 8 124550770 124728507
HNRNPA2B1 7 26189927 26200793
MFN2 1 11980181 12013515
ABCB4 7 87402044 87477523
IL16 15 81182600 81312763
CDC73 1 193121958 193254815
PTBP1 19 797392 812327
LDHA 11 18394389 18408218
HTR3A 11 113975075 113990313
WNT3A 1 228007022 228066711
NCF1 7 74773962 74789376
COL4A5 X 108439736 108697545
PTN 7 137227341 137343860
TACSTD2 1 58575423 58577494
CLTC 17 59619689 59696956
CSF3R 1 36466043 36483314
EPHB2 1 22710770 22915330
KRT14 17 41582279 41586895
ACTC1 15 34788096 34795726
ATP2B2 3 10324023 10707993
CASP2 7 143288215 143307696
TNFSF15 9 114784635 114806128
IFNA2 9 21384255 21385397
TRAF1 9 120902393 120929173
CAV3 3 8733800 8746765
GATA6 18 22169437 22202528
CPSF6 12 69239537 69274358
CBX5 12 54230946 54280131
KIF11 10 92593068 92655395
SH3GL3 15 83447123 83618743
RPSA 3 39406689 39412542
TRPM8 2 233917362 234019522
